,Signal Energy,Fluctuation Index,Skewness Index,Kurtosis Index
0,22924.795383046312,30.27094566466517,163.23125378706698,1330.9417774054793
1,23172.892450850217,30.504864118867047,155.6692798922748,1259.5504029352144
2,23329.96688004822,30.779650245144662,153.30045119379673,1229.310191367148
3,23455.891632152754,30.95606718313465,153.13259861465335,1220.9660873292378
4,23686.249025714456,31.161209906541238,146.8875111854369,1163.4622324868697
5,23877.723637405423,31.422330498885554,142.303386322874,1117.7857590203928
6,23961.697198634112,31.60009824173162,142.02989591238583,1109.361438083549
7,24063.23610391421,31.786571239353115,142.25780938600818,1104.6232054142554
8,24160.73138732796,31.85788613132222,141.88110588409484,1099.2319394031526
9,24295.21151997005,31.935676357213975,143.99169513300544,1112.8664649374768
10,24453.935282407365,32.1515040297698,139.96452254314474,1074.4801649198967
11,24551.678054418127,32.37136880138397,139.63376785857764,1064.6604545158248
12,24619.913006107265,32.565645431803645,140.62392112551336,1065.8135642011252
13,24681.524397061043,32.67878414357575,141.62336301719145,1069.6722836153835
14,24823.942921389375,33.03495376624943,140.27999967469836,1048.102561627382
15,25011.368080201213,33.167775126561814,137.41393143879168,1022.5773155975887
16,25056.134455410993,33.38090084764926,136.16496926936637,1006.8135903020501
17,25095.89600169434,33.52978932716938,137.92936553168408,1015.3309932430043
18,25148.61201006538,33.64722510510093,140.15907094824215,1028.1433858029552
19,25256.196729291936,33.99796444403056,140.8177299601012,1022.3183430328118
20,25287.083040378155,34.154294435138176,141.48633520551522,1022.4707881136846
21,25316.139604049124,34.16575371537754,142.52083857573334,1029.6013246400291
22,25421.66582139151,34.45966260967257,141.5822918323628,1014.0973472194127
23,25524.10281721073,34.64192834624542,141.80880972205932,1010.3756757447397
24,25698.981309668085,34.344128447356994,140.86619619301777,1012.3624247407257
25,25820.501547219472,34.618326411973534,138.17628104058187,985.1654229237523
26,25913.69448179863,34.83776123411093,136.73142042690995,968.7234585088386
27,25997.43856342423,35.11958846707236,136.99290361058215,962.7873648298129
28,26013.11339320485,35.22852445353354,138.1373450852693,967.8284431831294
29,26075.302431823042,35.55077763095801,138.65622796434695,962.6579596203792
30,26131.619997270485,35.75655145303559,139.0837499459302,960.0691054729859
31,26222.807182271164,35.97081390977482,138.46407803207546,950.0983921493114
32,26300.239080914445,36.120537723846645,138.29554931330802,945.0085247969937
33,26286.644839688423,36.219587581127406,139.385889664142,949.8544027797243
34,26429.910060554,36.68851055676437,138.9884756514611,935.0405391646725
35,27247.393231150112,37.4580464698263,140.9968225045887,929.0646394865925
36,26465.09103699578,37.00129506943014,141.32599174638858,942.7289554224419
37,26562.757913295412,37.24731991021054,140.59789502125628,931.6773106990647
38,26587.60050130864,37.27137106189182,140.58035944227348,930.9599757331337
39,26864.927128916253,36.67053560683351,139.29109101802075,937.535705044973
40,26857.252916684225,36.92503634852745,139.8404723208114,934.74613953704
41,26926.376940178146,37.43486171173726,140.51917460652396,926.4907475067229
42,26891.231231473193,37.66288577034225,141.6969452942075,928.5998823691289
43,26945.311627565785,37.93645528119018,142.42767577498776,926.6577624736015
44,26961.601135868437,38.196348284868236,142.31599035767601,919.6309611243238
45,26293.57085721188,35.22136380713324,143.2771241925159,1004.0432416553681
46,26421.087640307942,35.96524533405398,139.5453604229932,957.6660775924489
47,26388.32221474134,36.3054849750881,140.62891981557323,956.0577536039924
48,26431.655695079477,36.60095250968983,141.95938505248967,957.3118861851723
49,26468.15869372142,36.78600235448934,143.32733966677722,961.674665660035
50,26608.746887009816,36.896569900594244,140.75775483084723,941.6035057463731
51,26647.720481453085,37.17730187843122,141.96653220522714,942.518396403709
52,26624.195527547872,37.27315095617502,144.46114878000236,956.613896494129
53,26661.3945772408,37.618002924116716,145.1340284371339,952.2593458342312
54,26724.067271821154,37.94679680623922,145.14657413509613,944.0899999559632
55,27670.484117020125,37.88953544792415,145.79316170805618,949.7287898142474
56,27054.162699955774,37.799969053147,142.86527829815577,932.861085569584
57,27072.951868912984,38.12618709635968,144.27469215252472,934.0035159981497
58,27045.24364348905,38.271489683696096,145.9164905613905,941.0457515412546
59,27101.20308542283,38.621013352120826,146.4955202887658,936.2296896326404
60,27204.49024826918,39.04643984881904,145.8108222951516,921.7009741963268
61,27212.829610377776,39.29346938168602,145.75328603506586,915.5450274246089
62,27238.183561024547,39.50447255383858,146.06995868564928,912.6334200714334
63,27256.16005679202,39.7373198138824,146.18744210872487,908.0154226469054
64,27255.401898692362,39.89085368073942,146.60540564997225,907.1067173616048
65,27357.665047535913,40.323357037090084,145.37730378983503,889.8599448621001
66,27361.533330754362,40.60090394379154,145.17783090379402,882.564246966799
67,27347.399105072785,40.71833850162886,145.755522196449,883.5206385528966
68,27463.756220401996,41.135967638276014,145.07879195234878,870.4903129650725
69,27422.14483832726,41.23175386254282,144.9192698506667,867.5131330192294
70,27675.55184535013,40.57738241835655,145.37450809089282,884.2721756453046
71,27706.52424495448,41.02173138946946,144.12105933853388,867.1519173604459
72,27662.078248837606,41.19630391935288,144.52311150293366,865.8861224190855
73,27708.02664033493,41.66943027257448,143.74515608525616,851.4465414960778
